,Product_Name,Product_Description,Size,Milk,Product_Ingredients,Energy (kJ)_per 100g/ml,Energy (kJ)_In-Store ,Energy (kJ)_Take-Out ,Energy (kcal)_per 100g/ml,Energy (kcal)_In-Store ,Energy (kcal)_Take-Out ,Fat (g)_per 100g/ml,Fat (g)_In-Store ,Fat (g)_Take-Out ,of which is saturates (g)_per 100g/ml,of which is saturates (g)_In-Store ,of which is saturates (g)_Take-Out ,Carbohydrate (g)_per 100g/ml,Carbohydrate (g)_In-Store ,Carbohydrate (g)_Take-Out ,of which is sugars (g)_per 100g/ml,of which is sugars (g)_In-Store ,of which is sugars (g)_Take-Out ,Protein (g)_per 100g/ml,Protein (g)_In-Store ,Protein (g)_Take-Out ,Salt (g)_per 100g/ml,Salt (g)_In-Store ,Salt (g)_Take-Out ,ServingSize_In_Store,ServingSize_Take_Out,Soya Products,Egg Products,Milk Products,Fish Products,Crustacean Products,Mollusc Products,Sulphite Products,Sesame Products,Celery Products,Mustard Products,Peanut Products,Lupin Products,Tree Nuts Products,Tree Nut Source (if present),Wheat Products,Rye Products,Barley Products,Oat Products
507,Chai Latte ,"A warm, comforting milk tea with aromatic spices.",Massimo,Oat,N/A,251,1182,,59,279,,1.2,5.9,,0.5,2.3,,11.2,53,,6.9,32.4,,0.3,1.4,,0.1,0.4,,471g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
508,Milk Babyccino ,"Simply lightly frothed milk with a dusting of cocoa. No coffee, just comforting goodness in a tiny cup.",,Whole,N/A,274,247,,66,59,,3.9,3.5,,2.5,2.3,,4.5,4.1,,4.5,4.1,,3.3,3,,0.1,0.1,,90g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
509,Milk Babyccino ,"Simply lightly frothed milk with a dusting of cocoa. No coffee, just comforting goodness in a tiny cup.",,Skimmed,N/A,136,122,,32,29,,0.2,0.2,,0.1,0.1,,4.4,4,,4.4,4,,3.4,3.1,,0.1,0.1,,90g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
510,Milk Babyccino ,"Simply lightly frothed milk with a dusting of cocoa. No coffee, just comforting goodness in a tiny cup.",,Semi Skimmed,N/A,195,176,,46,41,,1.7,1.5,,1.1,1,,4.7,4.2,,4.7,4.2,,3.5,3.2,,0.1,0.1,,90g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
511,Milk Babyccino ,"Simply lightly frothed milk with a dusting of cocoa. No coffee, just comforting goodness in a tiny cup.",,Coconut,N/A,139,125,,33,30,,1.4,1.3,,0.7,0.6,,3.3,3,,3.3,3,,1.5,1.4,,0.1,0.1,,90g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
512,Milk Babyccino ,"Simply lightly frothed milk with a dusting of cocoa. No coffee, just comforting goodness in a tiny cup.",,Soya,N/A,177,159,,42,38,,1.9,1.7,,0.3,0.3,,2.7,2.4,,2.5,2.3,,3.3,3,,0.1,0.1,,90g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
513,Milk Babyccino ,"Simply lightly frothed milk with a dusting of cocoa. No coffee, just comforting goodness in a tiny cup.",,Lacto-free,N/A,162,146,,39,35,,1.5,1.4,,1,0.9,,2.7,2.4,,2.7,2.4,,3.5,3.2,,0.1,0.1,,90g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
514,Milk Babyccino ,"Simply lightly frothed milk with a dusting of cocoa. No coffee, just comforting goodness in a tiny cup.",,Oat,N/A,199,179,,47,42,,1.3,1.2,,0.5,0.5,,8.1,7.3,,3.9,3.5,,0.3,0.3,,0.1,0.1,,90g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
515,English Breakfast ,"Twinings the nation's favourite premium large loose-leaf tea: a bold and full body tea, full of flavour and perfect for brightening up your day.",,,N/A,3,3,,1,1,,0,0,,0,0,,0,0,,0.3,0,,0.1,0,,0,0,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
516,English Breakfast Decaf Tea ,"Same delicious taste as the English Breakfast Tea, but without caffeine.",,,N/A,13,13,,3,3,,0.1,0.1,,0.1,0.1,,0.3,0.3,,0.3,0.3,,0.1,0.1,,0,0,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
517,The Earl ,A Chinese black tea blended with the wonderfully citrusy flavour of bergamot.,,,N/A,12,12,,3,3,,0.1,0.1,,0.1,0.1,,0.3,0.3,,0.3,0.3,,0.1,0.1,,0,0,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
518,Jasmine Green Tea ,A wonderfully mellow steam dried green tea from Eastern China. So delicious and easy to drink.,,,N/A,3,3,,1,1,,0,0,,0,0,,0,0,,0.3,0,,0.1,0,,0,0,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
519,Double Mint Infusion ,"Everything you expect from the ultimate mint experience - glorious peppermint, rounded with vibrant bursts of sweet spearmint.",,,N/A,13,13,,3,3,,0.1,0.1,,0.1,0.1,,0.3,0.3,,0.3,0.3,,0.1,0.1,,0,0,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
520,Pure Green tea ,N/A,,,N/A,14,14,,3,3,,0.1,0.1,,0.1,0.1,,0.3,0.3,,0.3,0.3,,0.1,0.1,,0,0,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
521,Superfruity Infusion ,"Bursting with flavour, this berrylicious tea tastes great hot or cold.",,,N/A,10,10,,2,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
522,Stem Ginger Biscuits ,"Coming all the way from Scotland, our stem ginger biscuits are deliciously sweet and spicy.",,,"WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, OATMEAL, Palm Oil, Rapeseed Oil, Stem Ginger(8%) (Ginger, Sugar), Ground Ginger(1%), Salt, Raising Agents (E 500(ii), E 501(ii)), Skimmed MILK Powder, Colours (Annatto, Curcumin), Natural Flavouring
 ",2047,983,,488,234,,20.5,9.8,,6.6,3.2,,68,33,,27.9,13,,5.4,2.6,,0.5,0.2,,48g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,C,,Yes,No,No,Yes
523,Millionaire's Shortbread (Gluten Free) ,"A gluten free biscuit topped with lightly salted caramel and milk chocolate, and drizzled with white chocolate.",,,"Milk Chocolate(18%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed MILK Powder, MILK Fat, Lactose (MILK), Emulsifier: SOYA Lecithin), Sugar, Glucose Syrup, Maize Starch, Rice Flour, Vegetable Fat (Palm Oil, Rapeseed Oil), Brown Sugar, Butter (MILK), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: E 471, Natural Flavouring), Sweetened Condensed MILK, Water, White Chocolate (2.5%) (Sugar, Whole MILK Powder, Cocoa Butter, Skimmed MILK Powder, Emulsifier: SOYA Lecithin, Natural Vanilla Flavouring), Rapeseed Oil, Potato Starch, Salt, Skimmed MILK Powder, Emulsifier: SOYA Lecithin, Natural Flavouring, Colour: Carotenes",2243,1256,,536,300,,28.9,16,,14.5,8.1,,66,37,,35,20,,2.4,1.3,,0.5,0.3,,56g,N,Yes,No,Yes,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
524,Fruit & Oat Biscuits ,With raisins and rolled oats and baked to a golden crunch.  Our bakers in Scotland have been making biscuits for more than 120 years. Passing down their knowledge and care from generation to generation.,,,"Rolled OATS(27%), WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raisins(12%), Palm Oil, Invert Sugar Syrup, Rapeseed Oil, Salt, Raising Agents (E 500(ii), E 501(ii)), Skimmed MILK Powder, Colours (Annatto, Curcumin), Natural Flavouring",1989,955,,475,228,,19.9,9.6,,6.8,3.3,,65.5,31,,27.2,13,,5.5,2.6,,0.8,0.4,,48g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,C,,Yes,No,No,Yes
525,Chocolate Chip Panettone ,A twist on a classic panettone - with chocolate chip pieces.,,,"WHEAT Flour, Chocolate Chips (14%) (Cocoa Mass, Sugar, Emulsifier: (SOYA Lecithin), Natural Flavouring), Butter (MILK) (11%), Sugar, Water, EGG Yolk (7%), Yeast, Invert Sugar Syrup, Emulsifier: (Mono- And Diglycerides Of Fatty Acids), BARLEY Malt Extract, Salt, Natural Flavouring.",1705,1705,,407,407,,19.4,19.4,,11.7,11.7,,49.1,49.1,,20.9,20.9,,8,8,,0.4,0.4,,100g,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,C,,Yes,No,Yes,No
526,Fruited Panettone ,A classic Italian favourite Panettone. Our product is made with candied fruits and butter.,,,"WHEAT Flour, Sugar, Butter (MILK) (10%), Raisins (10%), Candied Orange peel (9%)(Orange Peel, Glucose-Fructose Syrup, Sugar, Acidity Regulator: E330), EGG Yolk (6%), Natural Yeast, Inverted Sugar Syrup, Emulsifier: E471, Salt, Natural Flavouring",1583,1583,,377,377,,13,13,,7.6,7.6,,56,56,,26,26,,7.7,7.7,,0.5,0.5,,100g,N,C,Yes,Yes,No,No,No,No,No,No,No,No,No,C,,Yes,No,No,No
527,Balocco Wafer - Milk Vanilla ,N/A,,,"WHEAT Flour, Coconut Oil, Dried Glucose Syrup, Whey Powder (MILK), Sugar, Dried Skimmed MILK, Dextrose, SOYA Flour, Emulsifier: (SOYA Lecithin), Raising agent: (Sodium hydrogen carbonate, disodium diphosphate), salt, natural flavouring: (vanilla pods)",2183,983,,522,235,,29,13.1,,25,11.3,,57,25.7,,28,12.6,,7.8,3.5,,0.4,0.2,,45g,N,Yes,No,Yes,No,No,No,No,No,No,No,C,No,C,,Yes,No,No,No
528,Balocco Wafer - Cocoa ,N/A,,,"WHEAT Flour, Coconut Oil, Sugar, Dried Glucose Syrup, Low Fat Cocoa (9.7%), Dextrose, Whey Powder (MILK), SOYA Flour, Dried Skimmed MILK, Emulsifier: (SOYA Lecithin), Raising agent: (Sodium hydrogen carbonate, disodium diphosphate), salt, natural flavouring: (vanilla pods)",2106,948,,504,227,,26,11.7,,21,9.5,,58,26.1,,28,12.6,,7,3.2,,0.3,0.1,,45g,N,Yes,No,Yes,No,No,No,No,No,No,No,C,No,C,,Yes,No,No,No
529,Costa Dark Chocolate bar (Vegan) ,"Fairtrade cocoa grown by family farmers in Ghana. 70% cocoa solids. Suitable for vegans. A heavenly smooth dark chocolate, deliciously rich in cocoa.",,,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier: Sunflower Lecithin, Vanilla. Cocoa Solids 70% Minimum. ",2461,738,,594,178,,46.3,13.9,,29.2,8.8,,32.2,9.7,,27,8.1,,6.7,2,,0,0,,30g,N,No,No,C,No,No,No,No,No,No,No,No,No,C,,C,C,C,C
530,Costa Milk Chocolate bar ,Fairtrade cocoa grown by family farmers in Ghana. 34% cocoa. A deliciously smooth and creamy milk chocolate.,,,"Sugar, Cocoa Butter, Cream Powder (MILK), Cocoa Mass, Whole MILK Powder, MILK Fat, Emulsifier: Sunflower Lecithin, Vanilla. Cocoa Solids 34% Minimum, MILK Solid 22% Minimum",2446,734,,588,176,,40.4,12.1,,25.4,7.6,,49.3,14.8,,48.4,14.5,,5.7,1.7,,0.2,0.1,,30g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,C,,C,C,C,C
531,Sugar-Free Gummy Bears (Vegan) ,"Made without sugar, gelatine or artificial colours of flavours. Vegan Society approved. ",,,"Sweetener: Maltitol Syrup; Maize Starch, Water, Citric Acid; Natural Flavourings, Vegetable Oil (Coconut and Rapeseed), Glazing Agent: Carnauba Wax; Colours: Lutein, Black Carrot Juice Concentrate, Spirulina Concentrate, Safflower Extract; Sweetener: Steviol Glycosides",909,364,,217,87,,0.3,0.1,,0.3,0.1,,81,32.4,,0,0,,0,0,,0.1,0,,40g,N,C,No,C,No,No,No,No,C,C,C,C,No,C,,C,C,C,C
532,Fruity Flapjack (Gluten Free) (Vegan) ,"Flapjack with dried apricots, cranberries, coconut & sultanas mixed with oats and baked until golden.  ",,,"Gluten Free OATS (32%), Golden Syrup, Vegetable Margarine (Palm Oil, Rapeseed Oil, Water, Emulsifier: E471), Sultanas (8%) (Sultanas, Sunflower Oil), Brown Sugar, Dried Apricots (5%) (Apricots, Rice Flour, Preservative: SULPHUR DIOXIDE), Glucose Syrup, Sweetened Dried Cranberries (4%) (Cranberries, Cane Sugar, Sunflower Oil), Gluten Free OAT Flour, Coconut Flakes (Preservative: SULPHUR DIOXIDE), Natural Flavourings, Salt. *The oats in this product have been carefully produced to make sure they are free from cross contamination by other gluten containing grains.  Most people with coeliac disease can tolerate pure oats.  However, as they contain a protein called avenin, which is similar to gluten, you should add them to your diet slowly, especially if newly diagnosed",1817,1054,,433,251,,16.7,9.7,,5.9,3.4,,62.5,36.2,,34.4,20,,5.6,3.3,,0.2,0.1,,58g,N,No,No,No,No,No,No,Yes,No,No,No,No,No,C,,No,No,No,Yes
533,Sweet and salty popcorn ,Popped corn with a perfect balance of sea salt and demerara sugar.,,,"Wholegrain corn, Demerara Sugar, Rapeseed Oil, Sea Salt",1929,579,,456,137,,18.4,5.5,,1.5,0.5,,61,18.3,,29.1,8.7,,5.7,1.7,,2,0.6,,30g,N,No,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
534,Easy Peeler ,N/A,,,Clementine (100%),173,251,,41,59,,0.2,0.3,,0,0,,9.6,13.9,,9.6,13.9,,0.7,1,,0,0.1,,145g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
535,Apple ,N/A,,,Apple (100%),215,183,,51,43,,0.5,0.4,,0.1,0.1,,11.6,10,,11.6,10,,0.6,0.5,,0,0,,87g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
536,Banana ,N/A,,,Banana (100%),348,487,,81,113,,0.1,0.1,,0,0,,20.3,28.4,,18.1,25.3,,1.2,1.6,,0,0,,140g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
537,Apple & Grape Fresh Fruit Salad ,N/A,,,"Apple (70%), Grapes (30%).",264,264,,62,62,,0.1,0.1,,0,0,,13.9,13.9,,13.9,13.9,,0.3,0.3,,0.1,0.1,,100g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
