,Product_Name,Product_Description,Size,Milk,Product_Ingredients,Energy (kJ)_per 100g/ml,Energy (kJ)_In-Store ,Energy (kJ)_Take-Out ,Energy (kcal)_per 100g/ml,Energy (kcal)_In-Store ,Energy (kcal)_Take-Out ,Fat (g)_per 100g/ml,Fat (g)_In-Store ,Fat (g)_Take-Out ,of which is saturates (g)_per 100g/ml,of which is saturates (g)_In-Store ,of which is saturates (g)_Take-Out ,Carbohydrate (g)_per 100g/ml,Carbohydrate (g)_In-Store ,Carbohydrate (g)_Take-Out ,of which is sugars (g)_per 100g/ml,of which is sugars (g)_In-Store ,of which is sugars (g)_Take-Out ,Protein (g)_per 100g/ml,Protein (g)_In-Store ,Protein (g)_Take-Out ,Salt (g)_per 100g/ml,Salt (g)_In-Store ,Salt (g)_Take-Out ,ServingSize_In_Store,ServingSize_Take_Out,Soya Products,Egg Products,Milk Products,Fish Products,Crustacean Products,Mollusc Products,Sulphite Products,Sesame Products,Celery Products,Mustard Products,Peanut Products,Lupin Products,Tree Nuts Products,Tree Nut Source (if present),Wheat Products,Rye Products,Barley Products,Oat Products
0,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Whole,N/A,371,962,1009,88,230,241,3.1,8.1,8.7,2,5.3,5.6,12.5,32.4,33.4,10.6,27.6,28.4,2.7,7.1,7.7,0.3,0.8,0.9,260g,303g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
1,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Skimmed,N/A,286,741,770,68,175,182,0.8,2.2,2.3,0.6,1.5,1.5,12.4,32.2,33.2,10.6,27.4,28.2,2.8,7.3,7.9,0.3,0.8,0.9,260g,303g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
2,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Semi Skimmed,N/A,322,836,872,76,198,207,1.8,4.6,4.9,1.2,3,3.2,12.6,32.7,33.7,10.8,27.9,28.7,2.9,7.4,8.1,0.3,0.9,0.9,260g,303g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
3,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Coconut,N/A,287,746,775,68,177,184,1.6,4.1,4.4,0.9,2.4,2.5,11.7,30.5,31.3,9.9,25.7,26.3,1.6,4.2,4.6,0.3,0.8,0.8,260g,303g,Yes,No,Yes,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
4,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Almond,N/A,263,684,708,63,162,168,1.5,3.8,4.1,0.6,1.5,1.5,11.3,29.4,30.1,9.4,24.4,24.9,1,2.6,2.9,0.3,0.8,0.8,260g,303g,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
5,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Soya,N/A,311,807,841,74,191,200,1.9,4.9,5.3,0.7,1.8,1.8,11.4,29.5,30.3,9.4,24.4,24.9,2.7,7.1,7.7,0.3,0.8,0.8,260g,303g,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
6,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Lacto-free,N/A,302,783,815,72,186,194,1.6,4.3,4.6,1.1,2.9,3,11.4,29.5,30.3,9.5,24.7,25.3,2.9,7.4,8.1,0.3,0.8,0.8,260g,303g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
7,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Primo,Oat,N/A,324,842,879,77,199,208,1.5,4,4.2,0.8,2.1,2.2,14.7,38.2,39.6,10.3,26.6,27.3,0.9,2.3,2.6,0.3,0.8,0.8,260g,303g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
8,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Whole,N/A,341,1321,1267,82,316,303,3,11.7,10.9,2,7.6,7.1,11.1,42.8,41.9,9.7,37.6,36.7,2.7,10.3,9.6,0.3,1.1,1.1,388g,368g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
9,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Skimmed,N/A,252,976,949,60,231,224,0.6,2.5,2.4,0.4,1.6,1.5,11,42.6,41.7,9.6,37.4,36.5,2.7,10.5,9.9,0.3,1.1,1.1,388g,368g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
10,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Semi Skimmed,N/A,290,1124,1085,69,266,257,1.6,6.2,5.9,1,4,3.8,11.2,43.3,42.4,9.8,38.1,37.2,2.8,10.8,10.1,0.3,1.1,1.1,388g,368g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
11,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Coconut,N/A,254,984,956,60,233,227,1.4,5.5,5.2,0.8,3.1,2.9,10.3,39.8,39.2,8.9,34.6,34,1.5,5.8,5.5,0.3,1,1,388g,368g,Yes,No,Yes,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
12,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Almond,N/A,229,886,866,54,211,206,1.3,5,4.7,0.4,1.6,1.5,9.8,38.1,37.6,8.4,32.6,32.1,0.8,3.3,3.2,0.3,1,1,388g,368g,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
13,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Soya,N/A,278,1079,1043,66,256,247,1.7,6.7,6.3,0.5,2.1,2,9.9,38.3,37.8,8.4,32.6,32.1,2.7,10.3,9.6,0.3,1,1,388g,368g,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
14,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Lacto-free,N/A,269,1041,1009,64,248,241,1.5,5.7,5.4,1,3.8,3.6,9.9,38.3,37.8,8.5,33.1,32.6,2.8,10.8,10.1,0.3,1,1,388g,368g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
15,Honeycomb Latte Macchiato ,A beautifully layered latte macchiato with buttery honeycomb flavour topped with golden sprinkles.,Medio,Oat,N/A,293,1134,1094,69,268,259,1.3,5.2,5,0.7,2.6,2.5,13.4,51.8,50.2,9.3,36.1,35.3,0.7,2.8,2.7,0.3,1.1,1,388g,368g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
16,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Whole,N/A,319,730,809,76,175,194,2.5,5.8,6.9,1.6,3.6,4.3,11.3,25.7,27,10.6,24.2,25.5,2.3,5.2,6.1,0.3,0.6,0.6,229g,258g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
17,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Skimmed,N/A,232,531,570,55,126,135,0.2,0.5,0.5,0.1,0.1,0.2,11.2,25.6,26.8,10.5,24.1,25.4,2.3,5.3,6.3,0.3,0.6,0.6,229g,258g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
18,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Semi Skimmed,N/A,270,616,672,64,146,159,1.2,2.6,3.1,0.7,1.5,1.9,11.4,26,27.4,10.7,24.5,25.9,2.4,5.4,6.5,0.3,0.6,0.6,229g,258g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
19,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Coconut,N/A,234,535,576,56,127,137,1,2.2,2.6,0.4,1,1.2,10.5,24,24.9,9.8,22.5,23.5,1.1,2.6,3,0.2,0.6,0.6,229g,258g,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
20,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Almond,N/A,210,479,508,50,114,121,0.8,1.9,2.3,0.1,0.1,0.2,10.1,23,23.7,9.3,21.3,22.1,0.5,1.1,1.3,0.2,0.5,0.6,229g,258g,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
21,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Soya,N/A,258,590,641,61,140,152,1.3,2.9,3.5,0.2,0.4,0.5,10.1,23.1,23.9,9.3,21.3,22.1,2.3,5.2,6.1,0.2,0.6,0.6,229g,258g,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
22,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Lacto-free,N/A,249,568,615,59,136,147,1,2.4,2.8,0.6,1.4,1.7,10.1,23.1,23.9,9.5,21.6,22.4,2.4,5.4,6.5,0.2,0.5,0.6,229g,258g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
23,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Primo,Oat,N/A,272,622,679,64,147,161,0.9,2.1,2.4,0.3,0.7,0.9,13.5,30.9,33.2,10.2,23.4,24.5,0.4,0.8,0.9,0.3,0.6,0.6,229g,258g,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
24,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Whole,N/A,314,1074,,75,257,,2.7,9.2,,1.7,5.8,,10.5,35.8,,9.9,34,,2.4,8.1,,0.2,0.8,,343g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
25,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Skimmed,N/A,221,757,,52,179,,0.2,0.7,,0.1,0.2,,10.4,35.6,,9.9,33.8,,2.4,8.4,,0.2,0.8,,343g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
26,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Semi Skimmed,N/A,261,893,,62,211,,1.2,4.2,,0.7,2.5,,10.6,36.3,,10.1,34.5,,2.5,8.6,,0.2,0.8,,343g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
27,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Coconut,N/A,223,764,,53,181,,1,3.5,,0.5,1.6,,9.7,33.1,,9.1,31.2,,1.2,4,,0.2,0.8,,343g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
28,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Almond,N/A,197,674,,47,161,,0.9,3,,0.1,0.2,,9.2,31.5,,8.6,29.4,,0.5,1.7,,0.2,0.7,,343g,N,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
29,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Soya,N/A,249,851,,59,202,,1.4,4.6,,0.2,0.7,,9.3,31.7,,8.6,29.4,,2.4,8.1,,0.2,0.8,,343g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
30,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Lacto-free,N/A,238,817,,57,195,,1.1,3.7,,0.7,2.3,,9.3,31.7,,8.7,29.9,,2.5,8.6,,0.2,0.8,,343g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
31,Honeycomb Cappuccino ,"Espresso perfectly extracted onto golden honeycomb syrup, topped with luxurious frothy milk and golden sprinkles.",Medio,Oat,N/A,263,902,,62,214,,1,3.3,,0.3,1.2,,12.9,44.1,,9.5,32.6,,0.4,1.2,,0.2,0.8,,343g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
32,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Whole,N/A,246,633,743,59,153,179,3.5,9,10.5,2.2,5.7,6.7,4.1,10.6,12.4,4.1,10.4,12.2,3,7.7,9,0.1,0.2,0.3,257g,297g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
33,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Skimmed,N/A,124,320,374,29,76,88,0.2,0.6,0.6,0.1,0.2,0.3,4,10.4,12.1,4,10.2,11.9,3.1,7.9,9.3,0.1,0.2,0.3,257g,297g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
34,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Semi Skimmed,N/A,177,454,532,42,107,126,1.5,4,4.6,0.9,2.4,2.9,4.3,11.1,12.9,4.2,10.9,12.7,3.2,8.1,9.5,0.1,0.3,0.3,257g,297g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
35,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Coconut,N/A,127,327,382,30,78,91,1.3,3.3,3.8,0.6,1.6,1.9,3.1,7.9,9.2,3,7.7,9,1.4,3.6,4.2,0.1,0.2,0.2,257g,297g,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
36,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Almond,N/A,93,238,278,22,57,67,1.1,2.8,3.3,0.1,0.2,0.3,2.5,6.3,7.3,2.3,5.9,6.9,0.5,1.3,1.5,0.1,0.1,0.2,257g,297g,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
37,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Soya,N/A,161,413,484,38,98,115,1.7,4.4,5.2,0.3,0.7,0.8,2.5,6.5,7.6,2.3,5.9,6.9,3,7.7,9,0.1,0.2,0.2,257g,297g,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
38,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Lacto-free,N/A,147,379,444,36,92,107,1.4,3.5,4.1,0.9,2.3,2.7,2.5,6.5,7.6,2.5,6.3,7.4,3.2,8.1,9.5,0.1,0.2,0.2,257g,297g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
39,Flat White ,"A delicious combination of Espresso and velvety milk, signed off with a perfect florette.",,Oat,N/A,180,463,542,43,110,128,1.2,3.1,3.6,0.4,1.1,1.3,7.3,18.8,22,3.5,9.1,10.6,0.3,0.9,1,0.1,0.2,0.2,257g,297g,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
40,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Whole,N/A,242,548,614,59,132,149,3.4,7.7,8.6,2.2,4.9,5.4,4.1,9.2,10.5,4,9,10.1,3,6.7,7.5,0.1,0.2,0.2,226g,276g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
41,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Skimmed,N/A,123,278,316,29,66,75,0.2,0.5,0.6,0.1,0.2,0.2,4,9,10.3,3.9,8.8,9.9,3,6.9,7.7,0.1,0.2,0.2,226g,276g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
42,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Semi Skimmed,N/A,174,393,443,41,93,105,1.5,3.4,3.9,0.9,2.1,2.3,4.3,9.6,11,4.2,9.4,10.6,3.1,7.1,8,0.1,0.2,0.2,226g,276g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
43,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Coconut,N/A,125,283,322,30,68,77,1.3,2.8,3.2,0.6,1.4,1.5,3,6.9,7.9,3,6.7,7.5,1.4,3.1,3.6,0.1,0.2,0.2,226g,276g,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
44,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Almond,N/A,92,207,238,22,50,58,1.1,2.5,2.8,0.1,0.2,0.2,2.4,5.5,6.4,2.3,5.1,5.8,0.5,1.2,1.5,0.1,0.1,0.1,226g,276g,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
45,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Soya,N/A,158,358,404,38,85,97,1.7,3.8,4.3,0.3,0.6,0.6,2.5,5.7,6.6,2.3,5.1,5.8,3,6.7,7.5,0.1,0.2,0.2,226g,276g,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
46,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Lacto-free,N/A,145,329,372,35,79,90,1.3,3,3.4,0.9,2,2.2,2.5,5.7,6.6,2.4,5.5,6.2,3.1,7.1,8,0.1,0.1,0.2,226g,276g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
47,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Primo,Oat,N/A,177,401,452,42,95,108,1.2,2.6,3,0.4,1,1.1,7.2,16.3,18.3,3.5,7.8,8.8,0.3,0.8,1,0.1,0.2,0.2,226g,276g,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
48,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Whole,N/A,235,855,,57,207,,3.3,12.1,,2.1,7.6,,4,14.5,,3.9,14.1,,2.9,10.4,,0.1,0.3,,364g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
49,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Skimmed,N/A,120,435,,28,103,,0.2,0.8,,0.1,0.3,,3.9,14.2,,3.8,13.8,,2.9,10.7,,0.1,0.3,,364g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
50,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Semi Skimmed,N/A,169,615,,40,146,,1.5,5.4,,0.9,3.3,,4.1,15.1,,4,14.7,,3,11,,0.1,0.3,,364g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
51,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Coconut,N/A,122,445,,29,106,,1.2,4.5,,0.6,2.1,,3,10.8,,2.9,10.4,,1.4,5,,0.1,0.3,,364g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
52,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Almond,N/A,90,326,,22,79,,1.1,3.8,,0.1,0.3,,2.4,8.7,,2.2,8,,0.5,1.9,,0.1,0.2,,364g,N,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
53,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Soya,N/A,154,560,,37,134,,1.6,6,,0.3,0.9,,2.5,9,,2.2,8,,2.9,10.4,,0.1,0.3,,364g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
54,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Lacto-free,N/A,141,514,,34,125,,1.3,4.8,,0.8,3,,2.5,9,,2.4,8.6,,3,11,,0.1,0.2,,364g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
55,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Medio,Oat,N/A,172,627,,41,149,,1.1,4.2,,0.4,1.5,,7,25.4,,3.4,12.3,,0.4,1.3,,0.1,0.3,,364g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
56,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Whole,N/A,234,1103,1169,57,267,283,3.3,15.6,16.5,2.1,9.8,10.4,4,18.7,19.8,3.9,18.2,19.3,2.9,13.5,14.3,0.1,0.4,0.4,472g,496g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
57,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Skimmed,N/A,119,562,595,28,133,141,0.2,1.1,1.1,0.1,0.4,0.4,3.9,18.3,19.4,3.8,17.8,18.8,2.9,13.9,14.7,0.1,0.4,0.4,472g,496g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
58,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Semi Skimmed,N/A,168,794,841,40,188,199,1.5,6.9,7.3,0.9,4.2,4.5,4.1,19.5,20.6,4,19,20.1,3,14.3,15.1,0.1,0.4,0.5,472g,496g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
59,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Coconut,N/A,122,574,608,29,137,145,1.2,5.8,6.1,0.6,2.7,2.9,3,14,14.8,2.9,13.5,14.5,1.4,6.4,6.8,0.1,0.3,0.4,472g,496g,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
60,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Almond,N/A,89,421,445,22,102,108,1.1,5,5.3,0.1,0.4,0.4,2.4,11.3,11.9,2.2,10.3,10.9,0.5,2.5,2.6,0.1,0.3,0.3,472g,496g,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
61,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Soya,N/A,153,723,766,37,173,183,1.6,7.7,8.2,0.2,1.2,1.2,2.5,11.7,12.3,2.2,10.3,10.9,2.9,13.5,14.3,0.1,0.3,0.4,472g,496g,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
62,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Lacto-free,N/A,141,664,703,34,161,170,1.3,6.1,6.5,0.8,3.9,4.2,2.5,11.7,12.3,2.4,11.1,11.8,3,14.3,15.1,0.1,0.3,0.3,472g,496g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
63,Latte ,Our signature blend espresso with steamed milk for a smooth and creamy coffee.,Massimo,Oat,N/A,171,809,857,41,192,204,1.1,5.4,5.7,0.4,2,2.1,7,32.8,34.8,3.4,15.8,16.8,0.4,1.7,1.8,0.1,0.4,0.4,472g,496g,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
64,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Whole,N/A,219,452,531,53,109,129,2.9,5.9,7.1,1.8,3.7,4.4,4.3,8.9,10.2,4,8.3,9.6,2.6,5.3,6.2,0.1,0.2,0.2,206g,235g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
65,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Skimmed,N/A,123,253,293,29,60,70,0.3,0.6,0.7,0.1,0.2,0.2,4.3,8.8,10.1,4,8.2,9.5,2.6,5.4,6.4,0.1,0.2,0.2,206g,235g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
66,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Semi Skimmed,N/A,164,338,395,39,81,94,1.3,2.8,3.3,0.8,1.6,1.9,4.5,9.2,10.6,4.2,8.6,10,2.7,5.6,6.6,0.1,0.2,0.2,206g,235g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
67,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Coconut,N/A,125,258,298,30,62,71,1.1,2.3,2.7,0.5,1.1,1.3,3.5,7.2,8.2,3.2,6.6,7.6,1.3,2.7,3.1,0.1,0.1,0.2,206g,235g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
68,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Almond,N/A,98,201,230,24,49,56,1,2,2.4,0.1,0.2,0.2,3,6.2,6.9,2.6,5.5,6.2,0.6,1.2,1.4,0.1,0.1,0.1,206g,235g,No,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
69,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Soya,N/A,152,312,364,36,75,87,1.5,3.1,3.6,0.2,0.5,0.6,3.1,6.3,7.1,2.6,5.5,6.2,2.6,5.3,6.2,0.1,0.1,0.2,206g,235g,Yes,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
70,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Lacto-free,N/A,141,291,338,34,71,82,1.2,2.5,2.9,0.7,1.5,1.8,3.1,6.3,7.1,2.8,5.7,6.5,2.7,5.6,6.6,0.1,0.1,0.1,206g,235g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
71,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Primo,Oat,N/A,167,344,402,40,82,96,1.1,2.2,2.6,0.4,0.8,0.9,6.9,14.1,16.5,3.6,7.5,8.6,0.5,0.9,1,0.1,0.1,0.2,206g,235g,No,No,C,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
72,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Whole,N/A,223,695,,54,168,,3,9.4,,1.9,5.8,,4.2,13.1,,4,12.3,,2.6,8.2,,0.1,0.3,,312g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
73,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Skimmed,N/A,121,378,,29,90,,0.3,0.8,,0.1,0.3,,4.1,12.8,,3.9,12.1,,2.7,8.5,,0.1,0.3,,312g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
